name,type1,type2,ability1,ability2,ability3,formats,hp,atk,def,spa,spd,spe
Regirock,Rock,,Clear Body,Sturdy,,['ZU'],"HP
80","Atk
100","Def
200","SpA
50","SpD
100","Spe
50"
Registeel,Steel,,Clear Body,Light Metal,,['NU'],"HP
80","Atk
75","Def
150","SpA
75","SpD
150","Spe
50"
Relicanth,"Water
Rock",,Swift Swim,Sturdy,Rock Head,['National Dex'],"HP
100","Atk
90","Def
130","SpA
45","SpD
65","Spe
55"
Rellor,Bug,,Compound Eyes,Shed Skin,,['LC'],"HP
41","Atk
50","Def
60","SpA
31","SpD
58","Spe
30"
Remoraid,Water,,Hustle,Moody,Sniper,['National Dex'],"HP
35","Atk
65","Def
35","SpA
65","SpD
35","Spe
65"
Reshiram,"Dragon
Fire",,Turboblaze,,,['Uber'],"HP
100","Atk
120","Def
100","SpA
150","SpD
120","Spe
90"
Reuniclus,Psychic,,Overcoat,Regenerator,Magic Guard,['RU'],"HP
110","Atk
65","Def
75","SpA
125","SpD
85","Spe
30"
Revavroom,"Steel
Poison",,Overcoat,Filter,,['RU'],"HP
80","Atk
119","Def
90","SpA
54","SpD
67","Spe
90"
Revenankh,"Ghost
Fighting",,Air Lock,Shed Skin,Triage,['CAP'],"HP
90","Atk
105","Def
90","SpA
65","SpD
110","Spe
65"
Rhydon,"Ground
Rock",,Lightning Rod,Reckless,Rock Head,['NFE'],"HP
105","Atk
130","Def
120","SpA
45","SpD
45","Spe
40"
Rhyhorn,"Ground
Rock",,Lightning Rod,Reckless,Rock Head,['LC'],"HP
80","Atk
85","Def
95","SpA
30","SpD
30","Spe
25"
Rhyperior,"Ground
Rock",,Lightning Rod,Reckless,Solid Rock,['UU'],"HP
115","Atk
140","Def
130","SpA
55","SpD
55","Spe
40"
Ribombee,"Bug
Fairy",,Honey Gather,Sweet Veil,Shield Dust,['RU'],"HP
60","Atk
55","Def
60","SpA
95","SpD
70","Spe
124"
Ribombee-Totem,"Bug
Fairy",,Sweet Veil,,,['National Dex'],"HP
60","Atk
55","Def
60","SpA
95","SpD
70","Spe
124"
Rillaboom,Grass,,Overgrow,Grassy Surge,,['OU'],"HP
100","Atk
125","Def
90","SpA
60","SpD
70","Spe
85"
Rillaboom-Gmax,Grass,,Overgrow,Grassy Surge,,['National Dex'],"HP
100","Atk
125","Def
90","SpA
60","SpD
70","Spe
85"
Riolu,Fighting,,Steadfast,Prankster,Inner Focus,['LC'],"HP
40","Atk
70","Def
40","SpA
35","SpD
40","Spe
60"
Roaring Moon,"Dragon
Dark",,Protosynthesis,,,['OU'],"HP
105","Atk
139","Def
71","SpA
55","SpD
101","Spe
119"
Rockruff,Rock,,Keen Eye,Steadfast,Vital Spirit,['LC'],"HP
45","Atk
65","Def
40","SpA
30","SpD
40","Spe
60"
Roggenrola,Rock,,Sturdy,Sand Force,Weak Armor,['National Dex'],"HP
55","Atk
75","Def
85","SpA
25","SpD
25","Spe
15"
Rolycoly,Rock,,Steam Engine,Flash Fire,Heatproof,['LC'],"HP
30","Atk
40","Def
50","SpA
40","SpD
50","Spe
30"
Rookidee,Flying,,Keen Eye,Big Pecks,Unnerve,['LC'],"HP
38","Atk
47","Def
35","SpA
33","SpD
35","Spe
57"
Roselia,"Grass
Poison",,Natural Cure,Leaf Guard,Poison Point,['National Dex'],"HP
50","Atk
60","Def
45","SpA
100","SpD
80","Spe
65"
Roserade,"Grass
Poison",,Natural Cure,Technician,Poison Point,['National Dex'],"HP
60","Atk
70","Def
65","SpA
125","SpD
105","Spe
90"
Rotom,"Electric
Ghost",,Levitate,,,['ZU'],"HP
50","Atk
50","Def
77","SpA
95","SpD
77","Spe
91"
Rotom-Fan,"Electric
Flying",,Levitate,,,['ZU'],"HP
50","Atk
65","Def
107","SpA
105","SpD
107","Spe
86"
Rotom-Frost,"Electric
Ice",,Levitate,,,['ZU'],"HP
50","Atk
65","Def
107","SpA
105","SpD
107","Spe
86"
Rotom-Heat,"Electric
Fire",,Levitate,,,['PU'],"HP
50","Atk
65","Def
107","SpA
105","SpD
107","Spe
86"
Rotom-Mow,"Electric
Grass",,Levitate,,,['PU'],"HP
50","Atk
65","Def
107","SpA
105","SpD
107","Spe
86"
Rotom-Wash,"Electric
Water",,Levitate,,,['UU'],"HP
50","Atk
65","Def
107","SpA
105","SpD
107","Spe
86"
Rowlet,"Grass
Flying",,Overgrow,Long Reach,,['LC'],"HP
68","Atk
55","Def
55","SpA
50","SpD
50","Spe
42"
Rufflet,"Normal
Flying",,Keen Eye,Hustle,Sheer Force,['NFE'],"HP
70","Atk
83","Def
50","SpA
37","SpD
50","Spe
60"
Runerigus,"Ground
Ghost",,Wandering Spirit,,,['National Dex'],"HP
58","Atk
95","Def
145","SpA
50","SpD
105","Spe
30"
Sableye,"Dark
Ghost",,Keen Eye,Prankster,Stall,['ZU'],"HP
50","Atk
75","Def
75","SpA
65","SpD
65","Spe
50"
Sableye-Mega,"Dark
Ghost",,Magic Bounce,,,['National Dex'],"HP
50","Atk
85","Def
125","SpA
85","SpD
115","Spe
20"
Saharaja,Ground,,Water Absorb,Sand Spit,Serene Grace,['CAP'],"HP
70","Atk
112","Def
105","SpA
65","SpD
123","Spe
78"
Saharascal,Ground,,Water Absorb,Sand Spit,Pickpocket,[],"HP
50","Atk
80","Def
65","SpA
45","SpD
90","Spe
70"
Salamence,"Dragon
Flying",,Intimidate,Moxie,,['RU'],"HP
95","Atk
135","Def
80","SpA
110","SpD
80","Spe
100"
Salamence-Mega,"Dragon
Flying",,Aerilate,,,['National Dex'],"HP
95","Atk
145","Def
130","SpA
120","SpD
90","Spe
120"
Salandit,"Poison
Fire",,Corrosion,Oblivious,,['LC'],"HP
48","Atk
44","Def
40","SpA
71","SpD
40","Spe
77"
Salazzle,"Poison
Fire",,Corrosion,Oblivious,,['PU'],"HP
68","Atk
64","Def
60","SpA
111","SpD
60","Spe
117"
Salazzle-Totem,"Poison
Fire",,Corrosion,,,['National Dex'],"HP
68","Atk
64","Def
60","SpA
111","SpD
60","Spe
117"
Samurott,Water,,Torrent,Shell Armor,,['ZU'],"HP
95","Atk
100","Def
85","SpA
108","SpD
70","Spe
70"
Samurott-Hisui,"Water
Dark",,Torrent,Sharpness,,['OU'],"HP
90","Atk
108","Def
80","SpA
100","SpD
65","Spe
85"
Sandaconda,Ground,,Sand Spit,Sand Veil,Shed Skin,['ZU'],"HP
72","Atk
107","Def
125","SpA
65","SpD
70","Spe
71"
Sandaconda-Gmax,Ground,,Sand Spit,Sand Veil,Shed Skin,['National Dex'],"HP
72","Atk
107","Def
125","SpA
65","SpD
70","Spe
71"
Sandile,"Ground
Dark",,Intimidate,Anger Point,Moxie,['LC'],"HP
50","Atk
72","Def
35","SpA
35","SpD
35","Spe
65"
Sandshrew,Ground,,Sand Veil,Sand Rush,,['LC'],"HP
50","Atk
75","Def
85","SpA
20","SpD
30","Spe
40"
Sandshrew-Alola,"Ice
Steel",,Snow Cloak,Slush Rush,,['LC'],"HP
50","Atk
75","Def
90","SpA
10","SpD
35","Spe
40"
Sandslash,Ground,,Sand Veil,Sand Rush,,['ZU'],"HP
75","Atk
100","Def
110","SpA
45","SpD
55","Spe
65"
Sandslash-Alola,"Ice
Steel",,Snow Cloak,Slush Rush,,['PU'],"HP
75","Atk
100","Def
120","SpA
25","SpD
65","Spe
65"
Sandy Shocks,"Electric
Ground",,Protosynthesis,,,['UU'],"HP
85","Atk
81","Def
97","SpA
121","SpD
85","Spe
101"
Sandygast,"Ghost
Ground",,Water Compaction,Sand Veil,,['LC'],"HP
55","Atk
55","Def
80","SpA
70","SpD
45","Spe
15"
Sawk,Fighting,,Sturdy,Mold Breaker,Inner Focus,['National Dex'],"HP
75","Atk
125","Def
75","SpA
30","SpD
75","Spe
85"
Sawsbuck,"Normal
Grass",,Chlorophyll,Serene Grace,Sap Sipper,['ZU'],"HP
80","Atk
100","Def
70","SpA
60","SpD
70","Spe
95"
Scatterbug,Bug,,Shield Dust,Friend Guard,Compound Eyes,['LC'],"HP
38","Atk
35","Def
40","SpA
27","SpD
25","Spe
35"
Scattervein,Fairy,,Pixilate,Own Tempo,Intimidate,[],"HP
75","Atk
74","Def
87","SpA
62","SpD
89","Spe
63"
Sceptile,Grass,,Overgrow,Unburden,,['ZU'],"HP
70","Atk
85","Def
65","SpA
105","SpD
85","Spe
120"
Sceptile-Mega,"Grass
Dragon",,Lightning Rod,,,['National Dex'],"HP
70","Atk
110","Def
75","SpA
145","SpD
85","Spe
145"
Scizor,"Bug
Steel",,Swarm,Light Metal,Technician,['UU'],"HP
70","Atk
130","Def
100","SpA
55","SpD
80","Spe
65"
Scizor-Mega,"Bug
Steel",,Technician,,,['National Dex'],"HP
70","Atk
150","Def
140","SpA
65","SpD
100","Spe
75"
Scolipede,"Bug
Poison",,Poison Point,Speed Boost,Swarm,['National Dex'],"HP
60","Atk
100","Def
89","SpA
55","SpD
69","Spe
112"
Scorbunny,Fire,,Blaze,Libero,,['LC'],"HP
50","Atk
71","Def
40","SpA
40","SpD
40","Spe
69"
Scovillain,"Grass
Fire",,Chlorophyll,Moody,Insomnia,['ZU'],"HP
65","Atk
108","Def
65","SpA
108","SpD
65","Spe
75"
Scrafty,"Dark
Fighting",,Shed Skin,Intimidate,Moxie,['PU'],"HP
65","Atk
90","Def
115","SpA
45","SpD
115","Spe
58"
Scraggy,"Dark
Fighting",,Shed Skin,Intimidate,Moxie,['NFE'],"HP
50","Atk
75","Def
70","SpA
35","SpD
70","Spe
48"
Scratchet,"Normal
Fighting",,Scrappy,Vital Spirit,Prankster,[],"HP
55","Atk
85","Def
80","SpA
20","SpD
70","Spe
40"
Scream Tail,"Fairy
Psychic",,Protosynthesis,,,['NU'],"HP
115","Atk
65","Def
99","SpA
65","SpD
115","Spe
111"
Scyther,"Bug
Flying",,Swarm,Steadfast,Technician,['PU'],"HP
70","Atk
110","Def
80","SpA
55","SpD
80","Spe
105"
Seadra,Water,,Poison Point,Damp,Sniper,['NFE'],"HP
55","Atk
65","Def
95","SpA
95","SpD
45","Spe
85"
Seaking,Water,,Swift Swim,Lightning Rod,Water Veil,['National Dex'],"HP
80","Atk
92","Def
65","SpA
65","SpD
80","Spe
68"
Sealeo,"Ice
Water",,Thick Fat,Oblivious,Ice Body,['National Dex'],"HP
90","Atk
60","Def
70","SpA
75","SpD
70","Spe
45"
Seedot,Grass,,Chlorophyll,Pickpocket,Early Bird,['LC'],"HP
40","Atk
40","Def
50","SpA
30","SpD
30","Spe
30"
Seel,Water,,Thick Fat,Ice Body,Hydration,['LC'],"HP
65","Atk
45","Def
55","SpA
45","SpD
70","Spe
45"
Seismitoad,"Water
Ground",,Swift Swim,Water Absorb,Poison Touch,['National Dex'],"HP
105","Atk
95","Def
75","SpA
85","SpD
75","Spe
74"
Sentret,Normal,,Run Away,Frisk,Keen Eye,['LC'],"HP
35","Atk
46","Def
34","SpA
35","SpD
45","Spe
20"
Serperior,Grass,,Overgrow,Contrary,,['UU'],"HP
75","Atk
75","Def
95","SpA
75","SpD
95","Spe
113"
Servine,Grass,,Overgrow,Contrary,,['NFE'],"HP
60","Atk
60","Def
75","SpA
60","SpD
75","Spe
83"
Seviper,Poison,,Shed Skin,Infiltrator,,['ZU'],"HP
73","Atk
100","Def
60","SpA
100","SpD
60","Spe
65"
Sewaddle,"Bug
Grass",,Swarm,Overcoat,Chlorophyll,['LC'],"HP
45","Atk
53","Def
70","SpA
40","SpD
60","Spe
42"
Sharpedo,"Water
Dark",,Rough Skin,Speed Boost,,['National Dex'],"HP
70","Atk
120","Def
40","SpA
95","SpD
40","Spe
95"
Sharpedo-Mega,"Water
Dark",,Strong Jaw,,,['National Dex'],"HP
70","Atk
140","Def
70","SpA
110","SpD
65","Spe
105"
Shaymin,Grass,,Natural Cure,,,['ZU'],"HP
100","Atk
100","Def
100","SpA
100","SpD
100","Spe
100"
Shaymin-Sky,"Grass
Flying",,Serene Grace,,,['Uber'],"HP
100","Atk
103","Def
75","SpA
120","SpD
75","Spe
127"
Shedinja,"Bug
Ghost",,Wonder Guard,,,['National Dex'],"HP
1","Atk
90","Def
45","SpA
30","SpD
30","Spe
40"
Shelgon,Dragon,,Rock Head,Overcoat,,['NFE'],"HP
65","Atk
95","Def
100","SpA
60","SpD
50","Spe
50"
Shellder,Water,,Shell Armor,Overcoat,Skill Link,['LC'],"HP
30","Atk
65","Def
100","SpA
45","SpD
25","Spe
40"
Shellos,Water,,Sticky Hold,Sand Force,Storm Drain,['LC'],"HP
76","Atk
48","Def
48","SpA
57","SpD
62","Spe
34"
Shelmet,Bug,,Hydration,Overcoat,Shell Armor,['National Dex'],"HP
50","Atk
40","Def
85","SpA
40","SpD
65","Spe
25"
Shieldon,"Rock
Steel",,Sturdy,Soundproof,,['LC'],"HP
30","Atk
42","Def
118","SpA
42","SpD
88","Spe
30"
Shiftry,"Grass
Dark",,Chlorophyll,Pickpocket,Wind Rider,['ZU'],"HP
90","Atk
100","Def
60","SpA
90","SpD
60","Spe
80"
Shiinotic,"Grass
Fairy",,Illuminate,Rain Dish,Effect Spore,['National Dex'],"HP
60","Atk
45","Def
80","SpA
90","SpD
100","Spe
30"
Shinx,Electric,,Rivalry,Guts,Intimidate,['LC'],"HP
45","Atk
65","Def
34","SpA
40","SpD
34","Spe
45"
Shroodle,"Poison
Normal",,Unburden,Prankster,Pickpocket,['LC'],"HP
40","Atk
65","Def
35","SpA
40","SpD
35","Spe
75"
Shroomish,Grass,,Effect Spore,Quick Feet,Poison Heal,['LC'],"HP
60","Atk
40","Def
60","SpA
40","SpD
60","Spe
35"
Shuckle,"Bug
Rock",,Sturdy,Contrary,Gluttony,['National Dex'],"HP
20","Atk
10","Def
230","SpA
10","SpD
230","Spe
5"
Shuppet,Ghost,,Insomnia,Cursed Body,Frisk,['LC'],"HP
44","Atk
75","Def
35","SpA
63","SpD
33","Spe
45"
Sigilyph,"Psychic
Flying",,Wonder Skin,Tinted Lens,Magic Guard,['National Dex'],"HP
72","Atk
58","Def
80","SpA
103","SpD
80","Spe
97"
Silcoon,Bug,,Shed Skin,,,['National Dex'],"HP
50","Atk
35","Def
55","SpA
25","SpD
25","Spe
15"
Silicobra,Ground,,Sand Spit,Sand Veil,Shed Skin,['LC'],"HP
52","Atk
57","Def
75","SpA
35","SpD
50","Spe
46"
Silvally,Normal,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Bug,Bug,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Dark,Dark,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Dragon,Dragon,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Electric,Electric,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Fairy,Fairy,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Fighting,Fighting,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Fire,Fire,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Flying,Flying,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Ghost,Ghost,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Grass,Grass,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Ground,Ground,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Ice,Ice,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Poison,Poison,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Psychic,Psychic,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Rock,Rock,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Steel,Steel,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Silvally-Water,Water,,RKS System,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
95"
Simipour,Water,,Gluttony,Torrent,,['National Dex'],"HP
75","Atk
98","Def
63","SpA
98","SpD
63","Spe
101"
Simisage,Grass,,Gluttony,Overgrow,,['National Dex'],"HP
75","Atk
98","Def
63","SpA
98","SpD
63","Spe
101"
Simisear,Fire,,Gluttony,Blaze,,['National Dex'],"HP
75","Atk
98","Def
63","SpA
98","SpD
63","Spe
101"
Sinistcha,"Grass
Ghost",,Hospitality,Heatproof,,['UU'],"HP
71","Atk
60","Def
106","SpA
121","SpD
80","Spe
70"
Sinistcha-Masterpiece,"Grass
Ghost",,Hospitality,Heatproof,,['UU'],"HP
71","Atk
60","Def
106","SpA
121","SpD
80","Spe
70"
Sinistea,Ghost,,Weak Armor,Cursed Body,,['LC'],"HP
40","Atk
45","Def
45","SpA
74","SpD
54","Spe
50"
Sinistea-Antique,Ghost,,Weak Armor,Cursed Body,,['LC'],"HP
40","Atk
45","Def
45","SpA
74","SpD
54","Spe
50"
Sirfetch'd,Fighting,,Steadfast,Scrappy,,['National Dex'],"HP
62","Atk
135","Def
95","SpA
68","SpD
82","Spe
65"
Sizzlipede,"Fire
Bug",,Flash Fire,Flame Body,White Smoke,['National Dex'],"HP
50","Atk
65","Def
45","SpA
50","SpD
50","Spe
45"
Skarmory,"Steel
Flying",,Keen Eye,Weak Armor,Sturdy,['UU'],"HP
65","Atk
80","Def
140","SpA
40","SpD
70","Spe
70"
Skeledirge,"Fire
Ghost",,Blaze,Unaware,,['UU'],"HP
104","Atk
75","Def
100","SpA
110","SpD
75","Spe
66"
Skiddo,Grass,,Sap Sipper,Grass Pelt,,['LC'],"HP
66","Atk
65","Def
48","SpA
62","SpD
57","Spe
52"
Skiploom,"Grass
Flying",,Chlorophyll,Infiltrator,Leaf Guard,['NFE'],"HP
55","Atk
45","Def
50","SpA
45","SpD
65","Spe
80"
Skitty,Normal,,Cute Charm,Wonder Skin,Normalize,['National Dex'],"HP
50","Atk
45","Def
45","SpA
35","SpD
35","Spe
50"
Skorupi,"Poison
Bug",,Battle Armor,Keen Eye,Sniper,['National Dex'],"HP
40","Atk
50","Def
90","SpA
30","SpD
55","Spe
65"
Skrelp,"Poison
Water",,Poison Point,Adaptability,Poison Touch,['LC'],"HP
50","Atk
60","Def
60","SpA
60","SpD
60","Spe
30"
Skuntank,"Poison
Dark",,Stench,Keen Eye,Aftermath,['PU'],"HP
103","Atk
93","Def
67","SpA
71","SpD
61","Spe
84"
Skwovet,Normal,,Cheek Pouch,Gluttony,,['LC'],"HP
70","Atk
55","Def
55","SpA
35","SpD
35","Spe
25"
Slaking,Normal,,Truant,,,['ZU'],"HP
150","Atk
160","Def
100","SpA
95","SpD
65","Spe
100"
Slakoth,Normal,,Truant,,,['LC'],"HP
60","Atk
60","Def
60","SpA
35","SpD
35","Spe
30"
Sliggoo,Dragon,,Sap Sipper,Gooey,Hydration,['NFE'],"HP
68","Atk
75","Def
53","SpA
83","SpD
113","Spe
60"
Sliggoo-Hisui,"Steel
Dragon",,Sap Sipper,Gooey,Shell Armor,['NFE'],"HP
58","Atk
75","Def
83","SpA
83","SpD
113","Spe
40"
Slither Wing,"Bug
Fighting",,Protosynthesis,,,['RU'],"HP
85","Atk
135","Def
79","SpA
85","SpD
105","Spe
81"
Slowbro,"Water
Psychic",,Oblivious,Regenerator,Own Tempo,['RU'],"HP
95","Atk
75","Def
110","SpA
100","SpD
80","Spe
30"
Slowbro-Galar,"Poison
Psychic",,Quick Draw,Regenerator,Own Tempo,['NU'],"HP
95","Atk
100","Def
95","SpA
100","SpD
70","Spe
30"
Slowbro-Mega,"Water
Psychic",,Shell Armor,,,['National Dex'],"HP
95","Atk
75","Def
180","SpA
130","SpD
80","Spe
30"
Slowking,"Water
Psychic",,Oblivious,Regenerator,Own Tempo,['UU'],"HP
95","Atk
75","Def
80","SpA
100","SpD
110","Spe
30"
Slowking-Galar,"Poison
Psychic",,Curious Medicine,Regenerator,Own Tempo,['OU'],"HP
95","Atk
65","Def
80","SpA
110","SpD
110","Spe
30"
Slowpoke,"Water
Psychic",,Oblivious,Regenerator,Own Tempo,['LC'],"HP
90","Atk
65","Def
65","SpA
40","SpD
40","Spe
15"
Slowpoke-Galar,Psychic,,Gluttony,Regenerator,Own Tempo,['LC'],"HP
90","Atk
65","Def
65","SpA
40","SpD
40","Spe
15"
Slugma,Fire,,Magma Armor,Weak Armor,Flame Body,['LC'],"HP
40","Atk
40","Def
40","SpA
70","SpD
40","Spe
20"
Slurpuff,Fairy,,Sweet Veil,Unburden,,['National Dex'],"HP
82","Atk
80","Def
86","SpA
85","SpD
75","Spe
72"
Smeargle,Normal,,Own Tempo,Moody,Technician,['ZU'],"HP
55","Atk
20","Def
35","SpA
20","SpD
45","Spe
75"
Smogecko,Fire,,Blaze,Technician,,[],"HP
48","Atk
66","Def
43","SpA
58","SpD
48","Spe
56"
Smoguana,"Fire
Ground",,Blaze,Technician,,[],"HP
68","Atk
86","Def
53","SpA
68","SpD
68","Spe
76"
Smokomodo,"Fire
Ground",,Blaze,Technician,,['CAP'],"HP
88","Atk
116","Def
67","SpA
88","SpD
78","Spe
97"
Smoliv,"Grass
Normal",,Early Bird,Harvest,,['LC'],"HP
41","Atk
35","Def
45","SpA
58","SpD
51","Spe
30"
Smoochum,"Ice
Psychic",,Oblivious,Hydration,Forewarn,['National Dex'],"HP
45","Atk
30","Def
15","SpA
85","SpD
65","Spe
65"
Snaelstrom,"Water
Bug",,Torrent,Poison Heal,,['CAP'],"HP
91","Atk
94","Def
110","SpA
80","SpD
97","Spe
63"
Sneasel,"Dark
Ice",,Inner Focus,Pickpocket,Keen Eye,['ZU'],"HP
55","Atk
95","Def
55","SpA
35","SpD
75","Spe
115"
Sneasel-Hisui,"Fighting
Poison",,Inner Focus,Pickpocket,Keen Eye,['NFE'],"HP
55","Atk
95","Def
55","SpA
35","SpD
75","Spe
115"
Sneasler,"Fighting
Poison",,Pressure,Poison Touch,Unburden,['Uber'],"HP
80","Atk
130","Def
60","SpA
40","SpD
80","Spe
120"
Snivy,Grass,,Overgrow,Contrary,,['NFE'],"HP
45","Atk
45","Def
55","SpA
45","SpD
55","Spe
63"
Snom,"Ice
Bug",,Shield Dust,Ice Scales,,['LC'],"HP
30","Atk
25","Def
35","SpA
45","SpD
30","Spe
20"
Snorlax,Normal,,Immunity,Gluttony,Thick Fat,['ZU'],"HP
160","Atk
110","Def
65","SpA
65","SpD
110","Spe
30"
Snorlax-Gmax,Normal,,Immunity,Gluttony,Thick Fat,['National Dex'],"HP
160","Atk
110","Def
65","SpA
65","SpD
110","Spe
30"
Snorunt,Ice,,Inner Focus,Moody,Ice Body,['LC'],"HP
50","Atk
50","Def
50","SpA
50","SpD
50","Spe
50"
Snover,"Grass
Ice",,Snow Warning,Soundproof,,['LC'],"HP
60","Atk
62","Def
50","SpA
62","SpD
60","Spe
40"
Snubbull,Fairy,,Intimidate,Rattled,Run Away,['LC'],"HP
60","Atk
80","Def
50","SpA
40","SpD
40","Spe
30"
Snugglow,"Electric
Poison",,Storm Drain,Telepathy,Vital Spirit,[],"HP
40","Atk
37","Def
79","SpA
91","SpD
68","Spe
70"
Sobble,Water,,Torrent,Sniper,,['LC'],"HP
50","Atk
40","Def
40","SpA
70","SpD
40","Spe
70"
Solgaleo,"Psychic
Steel",,Full Metal Body,,,['Uber'],"HP
137","Atk
137","Def
107","SpA
113","SpD
89","Spe
97"
Solosis,Psychic,,Overcoat,Regenerator,Magic Guard,['LC'],"HP
45","Atk
30","Def
40","SpA
105","SpD
50","Spe
20"
Solotl,"Fire
Dragon",,Regenerator,Magician,Vital Spirit,[],"HP
68","Atk
48","Def
34","SpA
72","SpD
24","Spe
84"
Solrock,"Rock
Psychic",,Levitate,,,['National Dex'],"HP
90","Atk
95","Def
85","SpA
55","SpD
65","Spe
70"
Spearow,"Normal
Flying",,Keen Eye,Sniper,,['National Dex'],"HP
40","Atk
60","Def
30","SpA
31","SpD
31","Spe
70"
Spectrier,Ghost,,Grim Neigh,,,['Uber'],"HP
100","Atk
65","Def
60","SpA
145","SpD
80","Spe
130"
Spewpa,Bug,,Shed Skin,Friend Guard,,['NFE'],"HP
45","Atk
22","Def
60","SpA
27","SpD
30","Spe
29"
Spheal,"Ice
Water",,Thick Fat,Oblivious,Ice Body,['National Dex'],"HP
70","Atk
40","Def
50","SpA
55","SpD
50","Spe
25"
Spidops,Bug,,Insomnia,Stakeout,,['ZU'],"HP
60","Atk
79","Def
92","SpA
52","SpD
86","Spe
35"
Spinarak,"Bug
Poison",,Swarm,Sniper,Insomnia,['LC'],"HP
40","Atk
60","Def
40","SpA
40","SpD
40","Spe
30"
Spinda,Normal,,Own Tempo,Contrary,Tangled Feet,['National Dex'],"HP
60","Atk
60","Def
60","SpA
60","SpD
60","Spe
60"
Spiritomb,"Ghost
Dark",,Pressure,Infiltrator,,['ZU'],"HP
50","Atk
92","Def
108","SpA
92","SpD
108","Spe
35"
Spoink,Psychic,,Thick Fat,Gluttony,Own Tempo,['LC'],"HP
60","Atk
25","Def
35","SpA
70","SpD
80","Spe
60"
Sprigatito,Grass,,Overgrow,Protean,,['LC'],"HP
40","Atk
61","Def
54","SpA
45","SpD
45","Spe
65"
Spritzee,Fairy,,Healer,Aroma Veil,,['National Dex'],"HP
78","Atk
52","Def
60","SpA
63","SpD
65","Spe
23"
Squawkabilly,"Normal
Flying",,Intimidate,Guts,Hustle,['ZU'],"HP
82","Atk
96","Def
51","SpA
45","SpD
51","Spe
92"
Squawkabilly-Blue,"Normal
Flying",,Intimidate,Guts,Hustle,['ZU'],"HP
82","Atk
96","Def
51","SpA
45","SpD
51","Spe
92"
Squawkabilly-White,"Normal
Flying",,Intimidate,Sheer Force,Hustle,['ZU'],"HP
82","Atk
96","Def
51","SpA
45","SpD
51","Spe
92"
Squawkabilly-Yellow,"Normal
Flying",,Intimidate,Sheer Force,Hustle,['ZU'],"HP
82","Atk
96","Def
51","SpA
45","SpD
51","Spe
92"
Squirtle,Water,,Torrent,Rain Dish,,['LC'],"HP
44","Atk
48","Def
65","SpA
50","SpD
64","Spe
43"
Stakataka,"Rock
Steel",,Beast Boost,,,['National Dex'],"HP
61","Atk
131","Def
211","SpA
53","SpD
101","Spe
13"
Stantler,Normal,,Intimidate,Sap Sipper,Frisk,['NFE'],"HP
73","Atk
95","Def
62","SpA
85","SpD
65","Spe
85"
Staraptor,"Normal
Flying",,Intimidate,Reckless,,['NU'],"HP
85","Atk
120","Def
70","SpA
50","SpD
60","Spe
100"
Staravia,"Normal
Flying",,Intimidate,Reckless,,['NFE'],"HP
55","Atk
75","Def
50","SpA
40","SpD
40","Spe
80"
Starly,"Normal
Flying",,Keen Eye,Reckless,,['LC'],"HP
40","Atk
55","Def
30","SpA
30","SpD
30","Spe
60"
Starmie,"Water
Psychic",,Illuminate,Analytic,Natural Cure,['National Dex'],"HP
60","Atk
75","Def
85","SpA
100","SpD
85","Spe
115"
Staryu,Water,,Illuminate,Analytic,Natural Cure,['National Dex'],"HP
30","Atk
45","Def
55","SpA
70","SpD
55","Spe
85"
